Time;Input Voltage;Output Voltage;Input Frequency;Load;Battery Level;Temperature
00:40:10;238;210;50;0;100;30
00:40:40;234;206;50;0;100;30
00:41:10;234;234;50;0;100;30
00:41:40;238;238;50;0;100;30
00:42:10;240;212;50;0;100;30
00:42:40;242;214;50;0;100;30
00:43:10;240;212;50;0;100;30
00:43:40;236;210;50;0;100;30
00:44:10;236;236;50;0;100;30
00:44:40;234;234;50;0;100;30
00:45:10;234;234;50;0;100;30
00:45:40;232;232;50;0;100;30
00:46:10;234;234;50;0;100;30
00:46:40;234;234;50;0;100;30
00:47:10;234;234;50;0;100;30
00:47:40;230;230;50;0;100;30
00:48:10;232;232;50;0;100;30
00:48:40;232;232;50;0;100;30
00:49:10;236;236;50;0;100;30
00:49:40;236;236;50;0;100;30
00:50:10;236;236;50;0;100;30
00:50:40;236;236;50;0;100;30
00:51:10;232;232;50;0;100;30
00:51:40;234;234;50;0;100;30
00:52:10;234;234;50;0;100;30
00:52:40;236;236;50;0;100;30
00:53:10;236;208;50;0;100;30
00:53:40;232;232;50;0;100;30
00:54:10;232;232;50;0;100;30
00:54:40;226;226;50;0;100;30
00:55:10;226;226;50;0;100;30
00:55:40;230;230;50;0;100;30
00:56:10;230;230;50;0;100;30
00:56:40;230;230;50;0;100;30
00:57:10;232;232;50;0;100;30
00:57:40;236;236;50;0;100;30
00:58:10;234;234;50;0;100;30
00:58:40;236;236;50;0;100;30
00:59:10;236;236;50;0;100;30
00:59:40;234;234;50;0;100;30
01:00:10;236;236;50;0;100;30
01:00:40;236;236;50;0;100;30
01:01:10;236;236;50;0;100;30
01:01:40;236;236;50;0;100;30
01:02:10;236;236;50;0;100;30
01:02:40;238;238;50;0;100;30
01:03:10;232;232;50;0;100;30
01:03:40;232;232;50;0;100;30
01:04:10;230;230;50;0;100;30
01:04:40;232;232;50;0;100;30
01:05:10;238;238;50;0;100;30
01:05:40;236;210;50;0;100;30
01:06:10;238;210;50;0;100;30
01:06:40;230;230;50;0;100;30
01:07:10;232;232;50;0;100;30
01:07:40;230;230;50;0;100;30
01:08:10;234;234;50;0;100;30
01:08:40;234;234;50;0;100;30
01:09:10;232;232;50;0;100;30
01:09:40;232;232;50;0;100;30
01:10:10;232;232;50;0;100;30
01:10:40;230;230;50;0;100;30
01:11:10;232;232;50;0;100;30
01:11:40;234;234;50;0;100;30
01:12:10;234;234;50;0;100;30
01:12:40;232;232;50;0;100;30
01:13:10;232;232;50;0;100;30
01:13:40;232;232;50;0;100;30
01:14:10;232;232;50;0;100;30
01:14:40;230;230;50;0;100;30
01:15:10;234;234;50;0;100;30
01:15:40;232;232;50;0;100;30
01:16:10;236;236;50;0;100;30
01:16:40;232;232;50;0;100;30
01:17:10;234;234;50;0;100;30
01:17:40;234;234;50;0;100;30
01:18:10;232;232;50;0;100;30
01:18:40;236;236;50;0;100;30
01:19:10;236;236;50;0;100;30
01:19:40;234;234;50;0;100;30
01:20:10;232;232;50;0;100;30
01:20:40;232;232;50;0;100;30
01:21:10;234;234;50;0;100;30
01:21:40;234;234;50;0;100;30
01:22:10;232;232;50;0;100;30
01:22:40;232;232;50;0;100;30
01:23:10;232;232;50;0;100;30
01:23:40;234;234;50;0;100;30
01:24:10;230;230;50;0;100;30
01:24:40;230;232;50;0;100;30
01:25:10;230;230;50;0;100;30
01:25:40;232;232;50;0;100;30
01:26:10;236;236;50;0;100;30
01:26:40;236;236;50;0;100;30
01:27:10;234;234;50;0;100;30
01:27:40;234;234;50;0;100;30
01:28:10;232;232;50;0;100;30
01:28:40;232;232;50;0;100;30
01:29:10;238;238;50;0;100;30
01:29:40;236;236;50;0;100;30
01:30:10;234;234;50;0;100;30
01:30:40;234;234;50;0;100;30
01:31:10;232;232;50;0;100;30
01:31:40;230;230;50;0;100;30
01:32:10;232;232;50;0;100;30
01:32:40;230;230;50;0;100;30
01:33:10;230;230;50;0;100;30
01:33:40;232;232;50;0;100;30
01:34:10;230;230;50;0;100;30
01:34:40;230;230;50;0;100;30
01:35:10;230;230;50;0;100;30
01:35:40;230;230;50;0;100;30
01:36:10;230;230;50;0;100;30
01:36:40;232;232;50;0;100;30
01:37:10;232;232;50;0;100;30
01:37:40;230;230;50;0;100;30
01:38:10;232;232;50;0;100;30
01:38:40;232;232;50;0;100;30
01:39:10;234;234;50;0;100;30
01:39:40;234;234;50;0;100;30
01:40:10;236;236;50;0;100;30
01:40:40;242;212;50;0;100;30
01:41:10;236;208;50;0;100;30
01:41:40;236;208;50;0;100;30
01:42:10;234;234;50;0;100;30
01:42:40;234;234;50;0;100;30
01:43:10;234;234;50;0;100;30
01:43:40;234;234;50;0;100;30
01:44:10;236;236;50;0;100;30
01:44:40;236;236;50;0;100;30
01:45:10;236;236;50;0;100;30
01:45:40;236;236;50;0;100;30
01:46:10;236;236;50;0;100;30
01:46:40;238;238;50;0;100;30
01:47:10;238;212;50;0;100;30
01:47:40;238;212;50;0;100;30
01:48:10;240;212;50;0;100;30
01:48:40;240;212;50;0;100;30
01:49:10;236;210;50;0;100;30
01:49:40;240;212;50;0;100;30
01:50:10;250;220;50;0;100;30
01:50:40;250;220;50;0;100;30
01:51:10;240;212;50;0;100;30
01:51:40;240;212;50;0;100;29
01:52:10;238;208;50;0;100;30
01:52:40;238;210;50;0;100;30
01:53:10;238;210;50;0;100;30
01:53:40;240;212;50;0;100;30
01:54:10;242;214;50;0;100;30
01:54:40;242;214;50;0;100;30
01:55:10;242;214;50;0;100;30
01:55:40;238;212;50;0;100;30
01:56:10;238;212;50;0;100;30
01:56:40;238;212;50;0;100;30
01:57:10;238;212;50;0;100;30
01:57:40;240;212;50;0;100;30
01:58:10;242;212;50;0;100;30
01:58:40;242;214;50;0;100;30
01:59:10;246;216;50;0;100;30
01:59:40;242;212;50;0;100;30
02:00:10;240;212;50;0;100;30
02:00:40;238;212;50;0;100;30
02:01:10;238;212;50;0;100;30
02:01:40;240;212;50;0;100;30
02:02:10;238;210;50;0;100;30
02:02:40;234;206;50;0;100;30
02:03:10;236;208;50;0;100;30
02:03:40;236;208;50;0;100;30
02:04:10;236;208;50;0;100;30
02:04:40;238;210;50;0;100;30
02:05:10;234;234;50;0;100;30
02:05:40;234;234;50;0;100;30
02:06:10;234;234;50;0;100;30
02:06:40;234;234;50;0;100;30
02:07:10;232;232;50;0;100;30
02:07:40;234;234;50;0;100;30
02:08:10;238;212;50;0;100;30
02:08:40;242;212;50;0;100;30
02:09:10;240;212;50;0;100;30
02:09:40;238;210;50;0;100;30
02:10:10;236;206;50;0;100;30
02:10:40;236;208;50;0;100;30
02:11:10;232;232;50;0;100;30
02:11:40;236;236;50;0;100;30
02:12:10;236;236;50;0;100;30
02:12:40;234;234;50;0;100;30
02:13:10;236;236;50;0;100;30
02:13:40;234;234;50;0;100;30
02:14:10;236;236;50;0;100;30
02:14:40;238;210;50;0;100;30
02:15:10;234;206;50;0;100;30
02:15:40;234;234;50;0;100;30
02:16:10;234;234;50;0;100;30
02:16:40;232;232;50;0;100;30
02:17:10;234;234;50;0;100;30
02:17:40;234;234;50;0;100;30
02:18:10;230;230;50;0;100;30
02:18:40;234;234;50;0;100;30
02:19:10;238;210;50;0;100;30
02:19:40;236;206;50;0;100;30
02:20:10;236;236;50;0;100;30
02:20:40;232;232;50;0;100;30
02:21:10;230;230;50;0;100;30
02:21:40;228;228;50;0;100;30
02:22:10;234;234;50;0;100;30
02:22:40;234;234;50;0;100;30
02:23:10;234;234;50;0;100;30
02:23:40;230;230;50;0;100;30
02:24:10;230;230;50;0;100;30
02:24:40;230;230;50;0;100;30
02:25:10;232;232;50;0;100;30
02:25:40;232;232;50;0;100;30
02:26:10;236;236;50;0;100;30
02:26:40;236;236;50;0;100;30
02:27:10;234;234;50;0;100;30
02:27:40;234;234;50;0;100;30
02:28:10;234;234;50;0;100;30
02:28:40;238;238;50;0;100;30
02:29:10;236;208;50;0;100;30
02:29:40;236;208;50;0;100;30
02:30:10;236;208;50;0;100;30
02:30:40;230;230;50;0;100;30
02:31:10;232;232;50;0;100;30
02:31:40;230;230;50;0;100;30
02:32:10;234;234;50;0;100;30
02:32:40;234;234;50;0;100;30
02:33:10;236;236;50;0;100;30
02:33:40;234;234;50;0;100;30
02:34:10;230;230;50;0;100;30
02:34:40;232;232;50;0;100;30
02:35:10;234;234;50;0;100;30
02:35:40;236;236;50;0;100;30
02:36:10;238;212;50;0;100;30
02:36:40;236;208;50;0;100;30
02:37:10;234;234;50;0;100;30
02:37:40;236;236;50;0;100;30
02:38:10;236;236;50;0;100;30
02:38:40;238;238;50;0;100;30
02:39:10;232;232;50;0;100;30
02:39:40;236;236;50;0;100;30
02:40:10;234;234;50;0;100;30
02:40:40;234;234;50;0;100;30
02:41:10;234;234;50;0;100;30
02:41:40;234;234;50;0;100;30
02:42:10;236;236;50;0;100;30
02:42:40;236;236;50;0;100;30
02:43:10;236;236;50;0;100;30
02:43:40;232;232;50;0;100;30
02:44:10;234;234;50;0;100;30
02:44:40;232;232;50;0;100;30
02:45:10;228;228;50;0;100;30
02:45:40;232;232;50;0;100;30
02:46:10;232;232;50;0;100;30
02:46:40;232;232;50;0;100;30
02:47:10;232;232;50;0;100;30
02:47:40;230;230;50;0;100;30
02:48:10;230;230;50;0;100;30
02:48:40;230;230;50;0;100;30
02:49:10;234;234;50;0;100;30
02:49:40;236;236;50;0;100;30
02:50:10;234;234;50;0;100;30
02:50:40;236;236;50;0;100;30
02:51:10;234;234;50;0;100;30
02:51:40;240;212;50;0;100;30
02:52:10;238;210;50;0;100;30
02:52:40;238;210;50;0;100;30
02:53:10;238;210;50;0;100;30
02:53:40;236;208;50;0;100;30
02:54:10;240;212;50;0;100;30
02:54:40;236;212;50;0;100;30
02:55:10;236;208;50;0;100;30
02:55:40;234;206;50;0;100;30
02:56:10;232;232;50;0;100;30
02:56:40;232;232;50;0;100;30
02:57:10;232;232;50;0;100;30
02:57:40;234;234;50;0;100;30
02:58:10;232;232;50;0;100;30
02:58:40;230;230;50;0;100;30
02:59:10;230;230;50;0;100;30
02:59:40;230;230;50;0;100;30
03:00:10;230;230;50;0;100;30
03:00:40;230;230;50;0;100;29
03:01:10;232;232;50;0;100;30
03:01:40;230;230;50;0;100;30
03:02:10;230;230;50;0;100;30
03:02:40;232;232;50;0;100;30
03:03:10;230;230;50;0;100;30
03:03:40;236;236;50;0;100;30
03:04:10;240;212;50;0;100;30
03:04:40;242;214;50;0;100;30
03:05:10;240;212;50;0;100;30
03:05:40;240;212;50;0;100;30
03:06:10;242;212;50;0;100;30
03:06:40;230;230;50;0;100;30
03:07:10;228;228;50;0;100;30
03:07:40;226;228;50;0;100;30
03:08:10;230;230;50;0;100;30
03:08:40;230;230;50;0;100;30
03:09:10;228;228;50;0;100;30
03:09:40;230;230;50;0;100;30
03:10:10;230;230;50;0;100;30
03:10:40;230;230;50;0;100;30
03:11:10;232;232;50;0;100;30
03:11:40;232;234;50;0;100;30
03:12:10;234;234;50;0;100;30
03:12:40;236;236;50;0;100;30
03:13:10;232;232;50;0;100;30
03:13:40;232;232;50;0;100;30
03:14:10;230;230;50;0;100;30
03:14:40;232;232;50;0;100;30
03:15:10;234;234;50;0;100;30
03:15:40;234;236;50;0;100;30
03:16:10;232;232;50;0;100;30
03:16:40;232;232;50;0;100;30
03:17:10;230;230;50;0;100;30
03:17:40;230;230;50;0;100;30
03:18:10;228;228;50;0;100;30
03:18:40;228;228;50;0;100;30
03:19:10;232;232;50;0;100;29
03:19:40;232;232;50;0;100;30
03:20:10;234;234;50;0;100;30
03:20:40;234;234;50;0;100;30
03:21:10;230;230;50;0;100;30
03:21:40;230;230;50;0;100;30
03:22:10;232;232;50;0;100;30
03:22:40;232;232;50;0;100;30
03:23:10;238;238;50;0;100;30
03:23:40;236;236;50;0;100;30
03:24:10;232;232;50;0;100;30
03:24:40;230;230;50;0;100;30
03:25:10;232;232;50;0;100;30
03:25:40;232;232;50;0;100;30
03:26:10;234;234;50;0;100;30
03:26:40;230;230;50;0;100;30
03:27:10;230;230;50;0;100;30
03:27:40;232;232;50;0;100;30
03:28:10;228;228;50;0;100;30
03:28:40;228;228;50;0;100;30
03:29:10;228;228;50;0;100;30
03:29:40;230;230;50;0;100;30
03:30:10;232;232;50;0;100;30
03:30:40;232;232;50;0;100;30
03:31:10;232;232;50;0;100;30
03:31:40;226;226;50;0;100;30
03:32:10;226;226;50;0;100;30
03:32:40;228;228;50;0;100;30
03:33:10;230;230;50;0;100;30
03:33:40;232;232;50;0;100;30
03:34:10;232;232;50;0;100;30
03:34:40;228;228;50;0;100;30
03:35:10;228;228;50;0;100;30
03:35:40;230;230;50;0;100;30
03:36:10;232;232;50;0;100;30
03:36:40;232;232;50;0;100;30
03:37:10;230;230;50;0;100;30
03:37:40;230;230;50;0;100;30
03:38:10;230;230;50;0;100;30
03:38:40;232;232;50;0;100;30
03:39:10;238;238;50;0;100;30
03:39:40;238;238;50;0;100;30
03:40:10;236;236;50;0;100;30
03:40:40;232;232;50;0;100;30
03:41:10;236;236;50;0;100;30
03:41:40;236;236;50;0;100;30
03:42:10;236;236;50;0;100;30
03:42:40;234;234;50;0;100;30
03:43:10;234;234;50;0;100;30
03:43:40;230;230;50;0;100;30
03:44:10;232;232;50;0;100;30
03:44:40;236;236;50;0;100;30
03:45:10;236;236;50;0;100;30
03:45:40;234;234;50;0;100;30
03:46:10;234;234;50;0;100;30
03:46:40;232;232;50;0;100;30
03:47:10;232;232;50;0;100;30
03:47:40;232;232;50;0;100;30
03:48:10;236;236;50;0;100;30
03:48:40;238;238;50;0;100;30
03:49:10;236;236;50;0;100;30
03:49:40;234;234;50;0;100;30
03:50:10;232;232;50;0;100;30
03:50:40;234;234;50;0;100;30
03:51:10;236;236;50;0;100;30
03:51:40;236;236;50;0;100;30
03:52:10;234;234;50;0;100;30
03:52:40;236;236;50;0;100;30
03:53:10;232;232;50;0;100;30
03:53:40;232;232;50;0;100;30
03:54:10;230;230;50;0;100;30
03:54:40;232;232;50;0;100;30
03:55:10;230;230;50;0;100;30
03:55:40;230;230;50;0;100;30
03:56:10;232;232;50;0;100;30
03:56:40;232;232;50;0;100;30
03:57:10;230;230;50;0;100;30
03:57:40;228;228;50;0;100;30
03:58:10;228;228;50;0;100;30
03:58:40;234;234;50;0;100;30
03:59:10;232;232;50;0;100;30
03:59:40;230;230;50;0;100;29
04:00:10;228;228;50;0;100;30
04:00:40;230;230;50;0;100;30
04:01:10;228;228;50;0;100;30
04:01:40;230;230;50;0;100;30
04:02:10;232;232;50;0;100;30
04:02:40;232;232;50;0;100;30
04:03:10;232;232;50;0;100;30
04:03:40;232;232;50;0;100;30
04:04:10;232;232;50;0;100;30
04:04:40;232;232;50;0;100;30
04:05:10;230;230;50;0;100;30
04:05:40;230;230;50;0;100;30
04:06:10;232;232;50;0;100;30
04:06:40;232;232;50;0;100;30
04:07:10;232;232;50;0;100;30
04:07:40;230;230;50;0;100;30
04:08:10;230;230;50;0;100;30
04:08:40;230;230;50;0;100;30
04:09:10;232;232;50;0;100;29
04:09:40;234;234;50;0;100;30
04:10:10;232;232;50;0;100;30
04:10:40;236;236;50;0;100;30
04:11:10;236;236;50;0;100;30
04:11:40;234;234;50;0;100;30
04:12:10;228;228;50;0;100;30
04:12:40;230;230;50;0;100;30
04:13:10;230;230;50;0;100;30
04:13:40;230;230;50;0;100;30
04:14:10;236;236;50;0;100;30
04:14:40;232;232;50;0;100;30
04:15:10;232;232;50;0;100;29
04:15:40;230;230;50;0;100;30
04:16:10;228;228;50;0;100;30
04:16:40;230;230;50;0;100;30
04:17:10;232;232;50;0;100;30
04:17:40;238;238;50;0;100;30
04:18:10;236;236;50;0;100;30
04:18:40;234;234;50;0;100;30
04:19:10;236;236;50;0;100;30
04:19:40;236;236;50;0;100;30
04:20:10;232;232;50;0;100;30
04:20:40;232;232;50;0;100;30
04:21:10;234;234;50;0;100;30
04:21:40;232;232;50;0;100;30
04:22:10;236;236;50;0;100;30
04:22:40;234;234;50;0;100;30
04:23:10;238;238;50;0;100;30
04:23:40;236;236;50;0;100;30
04:24:10;228;230;50;0;100;30
04:24:40;232;232;50;0;100;30
04:25:10;228;228;50;0;100;30
04:25:40;230;228;50;0;100;30
04:26:10;230;230;50;0;100;30
04:26:40;232;232;50;0;100;29
04:27:10;232;232;50;0;100;30
04:27:40;232;232;50;0;100;30
04:28:10;230;230;50;0;100;30
04:28:40;228;228;50;0;100;30
04:29:10;230;228;50;0;100;30
04:29:40;232;232;50;0;100;30
04:30:10;234;234;50;0;100;30
04:30:40;232;232;50;0;100;29
04:31:10;234;234;50;0;100;29
04:31:40;234;234;50;0;100;30
04:32:10;234;234;50;0;100;29
04:32:40;230;230;50;0;100;30
04:33:10;232;232;50;0;100;29
04:33:40;232;232;50;0;100;30
04:34:10;232;232;50;0;100;30
04:34:40;234;234;50;0;100;30
04:35:10;230;230;50;0;100;30
04:35:40;234;234;50;0;100;30
04:36:10;232;232;50;0;100;30
04:36:40;234;234;50;0;100;30
04:37:10;234;234;50;0;100;30
04:37:40;234;234;50;0;100;30
04:38:10;232;232;50;0;100;30
04:38:40;234;234;50;0;100;29
04:39:10;232;232;50;0;100;30
04:39:40;232;232;50;0;100;30
04:40:10;234;234;50;0;100;30
